SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
MEX3D	ENSG00000181588	-0.991585992	0.262053964	-3.783899997	0.00015439	0.002576168	-0.665391952	0.207349916	-3.209029288	0.001331839	0.010003337
FCSK	ENSG00000157353	-0.99222332	0.22760816	-4.35934862	1.30E-05	0.000383515	-0.628977981	0.23405797	-2.68727436	0.007203776	0.035044313
SPTB	ENSG00000070182	-0.992827927	0.263500631	-3.767838903	0.000164667	0.002688207	-1.116328165	0.295715907	-3.775002082	0.000160006	0.001950757
RAB17	ENSG00000124839	-0.993339642	0.262160533	-3.789051054	0.000151224	0.002540504	-0.624508145	0.242938485	-2.570643119	0.010150987	0.04517239
DICER1-AS1	ENSG00000235706	-0.994146714	0.272197488	-3.652299375	0.000259903	0.003791759	-0.877675879	0.340331781	-2.578883098	0.009912032	0.044487126
FAM160A2	ENSG00000051009	-0.99460283	0.271856971	-3.658551875	0.000253644	0.00372446	-0.760249962	0.261421821	-2.908135059	0.003635913	0.021075026
TSC2	ENSG00000103197	-0.995094536	0.228439671	-4.356049591	1.32E-05	0.000386826	-1.023302431	0.215023077	-4.759035385	1.95E-06	5.73E-05
PINK1-AS	ENSG00000117242	-0.995491468	0.254530554	-3.911088286	9.19E-05	0.001744533	-0.953519642	0.240112689	-3.971133909	7.15E-05	0.001032465
DENND3	ENSG00000105339	-0.99609329	0.283463824	-3.514004981	0.000441405	0.005577095	-0.778671152	0.223850875	-3.478526279	0.000504179	0.004755956
DCLK2	ENSG00000170390	-0.99609483	0.288078475	-3.457720434	0.000544766	0.006479285	-1.00652178	0.291787258	-3.449505596	0.000561614	0.005165034
CBARP	ENSG00000099625	-0.996820057	0.319510305	-3.119836957	0.001809512	0.015526022	-0.945891264	0.333835815	-2.833402592	0.004605534	0.025001471
NRBP2	ENSG00000185189	-0.996970045	0.356293727	-2.79816895	0.005139322	0.032242422	-0.859781929	0.272968218	-3.149751038	0.001634096	0.011681942
PILRB	ENSG00000121716	-0.997439285	0.2742432	-3.637061138	0.000275766	0.00394689	-0.892452821	0.248954898	-3.584797196	0.00033734	0.003499331
ZNF692	ENSG00000171163	-0.997547672	0.252563404	-3.949692066	7.83E-05	0.001552747	-1.013206692	0.254687783	-3.97823045	6.94E-05	0.001009174
PLEKHG4	ENSG00000196155	-0.998102095	0.286250827	-3.486809478	0.000488819	0.006003651	-0.65072506	0.254133364	-2.560565242	0.010450204	0.046169942
KIAA1671	ENSG00000197077	-0.998732415	0.209451459	-4.768323983	1.86E-06	7.92E-05	-0.664518066	0.220861136	-3.008759613	0.002623166	0.016608762
LTBP2	ENSG00000119681	-0.998745185	0.303426064	-3.2915603	0.000996333	0.010129257	-1.128025061	0.250606907	-4.501173078	6.76E-06	0.000157607
PI4KAP2	ENSG00000183506	-0.999434811	0.354092362	-2.822525753	0.0047647	0.030541072	-0.735314709	0.233514899	-3.148898467	0.001638871	0.011708722
CPSF1	ENSG00000071894	-1.000638712	0.292153711	-3.425041932	0.000614705	0.007105723	-0.799813999	0.228803143	-3.495642538	0.000472922	0.004532482
OBSL1	ENSG00000124006	-1.004517966	0.282318224	-3.558105294	0.00037354	0.004952271	-0.895034458	0.253118032	-3.536035943	0.000406179	0.004043528
GDPD3	ENSG00000102886	-1.004552818	0.299579083	-3.353214143	0.000798789	0.008597107	-0.988536213	0.28828214	-3.429058118	0.00060568	0.005470827
ZNF335	ENSG00000198026	-1.005153014	0.208693683	-4.816403634	1.46E-06	6.49E-05	-0.866669844	0.21212886	-4.085581955	4.40E-05	0.000708255
MROH6	ENSG00000204839	-1.005505393	0.276080435	-3.642074063	0.00027045	0.00389543	-1.154903676	0.303270799	-3.808159833	0.000140005	0.001770438
GIGYF1	ENSG00000146830	-1.006411177	0.251630434	-3.999560624	6.35E-05	0.001323021	-0.931887812	0.213672948	-4.361281195	1.29E-05	0.000265224
SPTBN5	ENSG00000137877	-1.006445277	0.258722931	-3.890050532	0.000100223	0.001860948	-0.871946625	0.227565456	-3.831629987	0.000127297	0.001634256
DMPK	ENSG00000104936	-1.007812502	0.251826107	-4.002017553	6.28E-05	0.001310359	-1.220274071	0.257077494	-4.746716848	2.07E-06	6.02E-05
LRRC14	ENSG00000160959	-1.010147209	0.305745613	-3.30388129	0.000953562	0.009790685	-0.694949309	0.235510823	-2.950816869	0.003169348	0.019039507
CRAMP1	ENSG00000007545	-1.0108417	0.294536735	-3.431971565	0.00059921	0.006953246	-0.796322176	0.19820363	-4.017697228	5.88E-05	0.000888257
PACS2	ENSG00000179364	-1.012232287	0.227906795	-4.441430929	8.94E-06	0.000279348	-0.83720859	0.228443601	-3.664837122	0.000247496	0.002749392
CYSRT1	ENSG00000197191	-1.01283078	0.327242672	-3.095044947	0.001967831	0.016508994	-1.146519259	0.354877682	-3.230744891	0.001234681	0.009449834
OLFM1	ENSG00000130558	-1.013518687	0.327660562	-3.093197059	0.001980126	0.016550807	-0.924064124	0.262818204	-3.515982181	0.00043813	0.004258945
KCNQ4	ENSG00000117013	-1.013931916	0.355358491	-2.853264917	0.004327253	0.028535187	-1.384517475	0.284152545	-4.872444392	1.10E-06	3.56E-05
CNKSR1	ENSG00000142675	-1.016872496	0.274060365	-3.710396044	0.000206935	0.003183124	-0.976905155	0.32943034	-2.965437717	0.003022525	0.018356116
TECPR1	ENSG00000205356	-1.016883043	0.282937222	-3.594023565	0.00032561	0.004469533	-0.63810074	0.193146572	-3.30371247	0.000954136	0.007726095
FAM86B3P	ENSG00000173295	-1.018907047	0.312902347	-3.256310013	0.001128704	0.011101106	-0.957239434	0.343006517	-2.790732493	0.005258892	0.02768337
C1orf229	ENSG00000221953	-1.018928009	0.30954987	-3.291644117	0.000996036	0.010129257	-0.925010038	0.342638251	-2.699669506	0.006940839	0.034034333
NT5DC2	ENSG00000168268	-1.020918331	0.266153122	-3.835830753	0.000125141	0.002212933	-0.813078042	0.231717264	-3.508923018	0.000449925	0.004357955
TOM1L2	ENSG00000175662	-1.021313182	0.285475512	-3.577585947	0.000346782	0.004679751	-0.860690536	0.233232963	-3.690261123	0.000224024	0.002541269
MFSD10	ENSG00000109736	-1.02146007	0.316098931	-3.231456898	0.001231609	0.011792971	-0.828403072	0.267882744	-3.09240924	0.001985389	0.013550654
GTF2IRD2	ENSG00000196275	-1.024087148	0.223370136	-4.584709341	4.55E-06	0.000161721	-1.030279748	0.245705137	-4.193155092	2.75E-05	0.000484664
FUT1	ENSG00000174951	-1.024612373	0.300567971	-3.408920685	0.000652204	0.007403469	-0.998368021	0.28250788	-3.533947521	0.000409402	0.004065801
PRELP	ENSG00000188783	-1.026190217	0.335312608	-3.060398544	0.002210426	0.017782827	-1.332201504	0.263812652	-5.049801425	4.42E-07	1.61E-05
RGS6	ENSG00000182732	-1.026683501	0.364731787	-2.814899981	0.004879242	0.031007152	-0.913753744	0.300942639	-3.036305353	0.002394967	0.015517858
LINC00926	ENSG00000247982	-1.02895794	0.363505789	-2.830650768	0.004645341	0.029974036	-0.698041124	0.245994011	-2.837634622	0.004544918	0.02476039
LOC101929340	ENSG00000250073	-1.029084047	0.285198537	-3.608307592	0.000308201	0.004290624	-0.819083969	0.309901569	-2.643045565	0.008216398	0.038680795
IQSEC1	ENSG00000144711	-1.029742312	0.239691544	-4.296114485	1.74E-05	0.000479854	-0.775770443	0.193057414	-4.018340598	5.86E-05	0.000887013
ICAM5	ENSG00000105376	-1.029775599	0.355471373	-2.896929761	0.003768341	0.02588293	-1.076866409	0.322172087	-3.342519266	0.000830216	0.00693694
RAPGEFL1	ENSG00000108352	-1.03047642	0.285026031	-3.615376525	0.000299911	0.004199533	-1.220477437	0.302059249	-4.040523306	5.33E-05	0.000827224
PRRC2B	ENSG00000130723	-1.031657105	0.26209465	-3.936200553	8.28E-05	0.001624832	-0.72562981	0.192045151	-3.778433384	0.000157818	0.001929245
ANXA8	ENSG00000265190	-1.031797565	0.365703968	-2.821401069	0.004781438	0.030604798	-0.8642657	0.258694027	-3.340879999	0.000835133	0.006970774
FBXL22	ENSG00000197361	-1.031901159	0.318969268	-3.235111535	0.001215952	0.01169251	-1.612148274	0.300852871	-5.358593626	8.39E-08	3.98E-06
COL4A6	ENSG00000197565	-1.034159465	0.35349975	-2.925488529	0.003439159	0.02428509	-1.230746189	0.250199738	-4.919054668	8.70E-07	2.91E-05
SLC2A11	ENSG00000133460	-1.03463196	0.265603071	-3.895406609	9.80E-05	0.001831111	-0.931129065	0.267450083	-3.481505985	0.000498603	0.004726699
PTPRS	ENSG00000105426	-1.034735167	0.269975512	-3.832700086	0.000126744	0.002226993	-1.10241747	0.238706663	-4.618293659	3.87E-06	0.000102167
BRICD5	ENSG00000182685	-1.034739126	0.221231695	-4.677173967	2.91E-06	0.000113196	-0.976667653	0.281485436	-3.469691597	0.000521056	0.004883381
PRRG3	ENSG00000130032	-1.034752875	0.397191418	-2.605174299	0.009182753	0.049133247	-0.703718694	0.273349759	-2.574425878	0.01004066	0.04485682
EME2	ENSG00000197774	-1.035748424	0.342193139	-3.026794835	0.002471617	0.019210719	-0.898640812	0.229277624	-3.919444017	8.88E-05	0.001231083
CROCCP3	ENSG00000080947	-1.036985704	0.248745	-4.168870544	3.06E-05	0.000744962	-1.015676234	0.274211949	-3.703982402	0.000212241	0.002436223
PDXDC2P-NPIPB14P	ENSG00000196696	-1.040203643	0.23381668	-4.448799979	8.64E-06	0.000272127	-0.924174185	0.246170207	-3.754208106	0.00017389	0.002083121
PNPLA2	ENSG00000177666	-1.042776914	0.213718403	-4.879209733	1.07E-06	5.08E-05	-0.753235519	0.247367763	-3.045002755	0.002326782	0.015242144
LOC102724814	ENSG00000258727	-1.043838487	0.325780609	-3.20411485	0.001354784	0.012633956	-0.832466504	0.225588653	-3.690196713	0.000224081	0.002541269
SLC27A1	ENSG00000130304	-1.043899588	0.219207096	-4.762161482	1.92E-06	8.05E-05	-1.014301155	0.234858192	-4.318781243	1.57E-05	0.000309212
LIMS2	ENSG00000072163	-1.045762748	0.192126714	-5.443088725	5.24E-08	3.93E-06	-1.041209344	0.231402207	-4.499565316	6.81E-06	0.000158184
FLNB	ENSG00000136068	-1.045984787	0.220510152	-4.743476795	2.10E-06	8.69E-05	-0.727611357	0.219426506	-3.315968389	0.000913262	0.007469515
IFT172	ENSG00000138002	-1.047496729	0.336354274	-3.114266151	0.001844031	0.015742644	-1.092346439	0.349517124	-3.125301638	0.001776228	0.012470853
LTBP3	ENSG00000168056	-1.048976973	0.256528946	-4.089117391	4.33E-05	0.000982981	-1.222182004	0.235698386	-5.185364336	2.16E-07	8.83E-06
ZNF331	ENSG00000130844	-1.050296725	0.272370799	-3.856128229	0.000115197	0.002077907	-0.850565771	0.258583835	-3.289323058	0.001004287	0.008009662
SZT2	ENSG00000198198	-1.053344374	0.243447884	-4.32677564	1.51E-05	0.000434491	-1.003628761	0.211438112	-4.746678605	2.07E-06	6.02E-05
SPEG	ENSG00000072195	-1.053852849	0.383561734	-2.747544282	0.00600434	0.03612578	-1.337754179	0.307764152	-4.346686158	1.38E-05	0.000279638
POLR2J2	ENSG00000267645	-1.054762341	0.309101715	-3.412347099	0.00064406	0.007335019	-0.823928488	0.209708852	-3.928916121	8.53E-05	0.001191209
POLR2J2	ENSG00000228049	-1.054762341	0.309101715	-3.412347099	0.00064406	0.007335019	-1.15255964	0.34690674	-3.322390447	0.000892497	0.007349862
C15orf62	ENSG00000188277	-1.054991718	0.363170851	-2.904946023	0.003673164	0.025427909	-0.881382515	0.318574919	-2.766641257	0.005663704	0.029234066
DOT1L	ENSG00000104885	-1.055463782	0.314444414	-3.356598931	0.000789075	0.008536527	-0.992922031	0.192105501	-5.168628816	2.36E-07	9.55E-06
LPIN3	ENSG00000132793	-1.055681161	0.298853303	-3.532439325	0.000411745	0.005306569	-1.005280567	0.251528795	-3.996681839	6.42E-05	0.000947603
LONRF2	ENSG00000170500	-1.056401893	0.286534462	-3.68682317	0.000227071	0.003410233	-0.835029237	0.324557419	-2.572824369	0.010087238	0.044994261
FAM171A2	ENSG00000161682	-1.057538036	0.350743356	-3.015133483	0.002568662	0.019750268	-0.782259684	0.263773085	-2.965653925	0.003020402	0.018353011
FBXL19-AS1	ENSG00000260852	-1.057601521	0.306273325	-3.453129717	0.000554122	0.006553216	-0.833758376	0.258030288	-3.231242274	0.001232534	0.009442929
MAST3	ENSG00000099308	-1.057680142	0.273667647	-3.86483442	0.000111165	0.002022736	-0.775733565	0.205417066	-3.776383235	0.000159122	0.001942058
OLFML2A	ENSG00000185585	-1.058766895	0.296467487	-3.571274896	0.000355248	0.004770295	-1.529015985	0.280679425	-5.447552796	5.11E-08	2.60E-06
MEGF6	ENSG00000162591	-1.059966358	0.365773866	-2.897873407	0.003757022	0.025844392	-0.903177955	0.212268641	-4.254881703	2.09E-05	0.000388644
ZNF316	ENSG00000205903	-1.061871531	0.287716789	-3.690683237	0.000223653	0.003367698	-0.826429998	0.201507814	-4.101230524	4.11E-05	0.000670075
ARC	ENSG00000198576	-1.063199828	0.306897368	-3.46434978	0.000531515	0.006355019	-0.957344436	0.285091267	-3.358027925	0.000785007	0.006652698
IDUA	ENSG00000127415	-1.063556843	0.282821755	-3.760519921	0.000169561	0.002748277	-1.08218021	0.256908094	-4.212324302	2.53E-05	0.000452299
CPAMD8	ENSG00000160111	-1.064304864	0.293991983	-3.620183287	0.000294394	0.004141493	-0.748882625	0.285422667	-2.623767182	0.008696321	0.040353939
OBSCN-AS1	ENSG00000162913	-1.064866447	0.312658246	-3.405847947	0.000659589	0.007465723	-1.006882333	0.322382749	-3.123251285	0.00178865	0.012538726
TMPRSS5	ENSG00000166682	-1.065338559	0.393924926	-2.704420281	0.006842369	0.039572694	-1.143839294	0.430121952	-2.65933717	0.007829457	0.037369279
EXD3	ENSG00000187609	-1.066356627	0.23286071	-4.579375484	4.66E-06	0.000164959	-0.964646068	0.229820464	-4.197389788	2.70E-05	0.00047717
TONSL	ENSG00000160949	-1.066720594	0.287337675	-3.712428566	0.00020528	0.003163035	-0.906220436	0.2173703	-4.169016822	3.06E-05	0.000526765
DCHS1	ENSG00000166341	-1.068467435	0.312492576	-3.419177023	0.000628108	0.007202434	-0.853187409	0.224222421	-3.805094088	0.00014175	0.001784588
SHANK2	ENSG00000162105	-1.069078424	0.21984754	-4.862817304	1.16E-06	5.37E-05	-0.999437053	0.275714386	-3.624899912	0.000289073	0.003119909
LOC103344931	ENSG00000260917	-1.069388431	0.279039708	-3.832388014	0.000126905	0.002226993	-0.62462086	0.238994325	-2.613538458	0.008961	0.041282276
RFX2	ENSG00000087903	-1.07015981	0.372838911	-2.87030076	0.004100815	0.027500906	-1.144201612	0.435024445	-2.630200727	0.008533447	0.039770334
HECTD4	ENSG00000173064	-1.070201071	0.217610284	-4.917971032	8.74E-07	4.37E-05	-0.939653475	0.215964101	-4.350970705	1.36E-05	0.000274717
FBF1	ENSG00000188878	-1.07039412	0.268614893	-3.984865136	6.75E-05	0.001386348	-1.099002987	0.294047015	-3.737507721	0.000185853	0.002192758
BICRA	ENSG00000063169	-1.070430971	0.228785487	-4.678753827	2.89E-06	0.000112489	-1.333750178	0.231077523	-5.77187328	7.84E-09	5.16E-07
FAM182A	ENSG00000125804	-1.070795487	0.307559218	-3.481591265	0.000498444	0.006090971	-0.939078856	0.34771215	-2.70073639	0.006918615	0.033954618
SLC9A5	ENSG00000135740	-1.070809511	0.303592496	-3.52712773	0.000420094	0.005388033	-0.938150711	0.314173676	-2.986089486	0.002825699	0.017515951
BTBD19	ENSG00000222009	-1.07150251	0.259935309	-4.12218915	3.75E-05	0.000878098	-1.18720581	0.220019543	-5.395910712	6.82E-08	3.32E-06
DNAH17	ENSG00000187775	-1.073484161	0.267797951	-4.008560018	6.11E-05	0.001282467	-1.107297464	0.346908347	-3.19190205	0.001413393	0.010425029
PLXNA3	ENSG00000130827	-1.073503523	0.253552461	-4.23385172	2.30E-05	0.000591508	-1.076607958	0.214649686	-5.015651213	5.29E-07	1.90E-05
SALL4	ENSG00000101115	-1.073871635	0.309534238	-3.469314548	0.000521788	0.006278821	-1.168370819	0.427901573	-2.730466289	0.00632448	0.03161129
MAN2C1	ENSG00000140400	-1.075155766	0.350703822	-3.065708719	0.002171548	0.017608982	-0.768514997	0.216288982	-3.553186064	0.000380595	0.00384003
SORCS2	ENSG00000184985	-1.077055345	0.237489611	-4.53516825	5.76E-06	0.000194472	-1.25671192	0.224195943	-5.605417761	2.08E-08	1.20E-06
TRPM4	ENSG00000130529	-1.07950328	0.326604581	-3.305230065	0.000948985	0.009757445	-0.947536518	0.22402583	-4.229586014	2.34E-05	0.000425306
GOLGA8B	ENSG00000215252	-1.080490869	0.223389798	-4.83679594	1.32E-06	5.95E-05	-0.956346042	0.240712816	-3.972975173	7.10E-05	0.001027118
SCARF1	ENSG00000074660	-1.080952582	0.377349124	-2.864595449	0.004175423	0.027836964	-0.793945647	0.215172821	-3.689804513	0.000224426	0.002541932
METRN	ENSG00000103260	-1.082362387	0.415513956	-2.604876135	0.009190748	0.049156658	-1.035344061	0.349226996	-2.964673614	0.003030042	0.018387049
SPTBN4	ENSG00000160460	-1.086770529	0.381247219	-2.850566441	0.004364143	0.028663431	-1.26800999	0.414340669	-3.06030782	0.002211096	0.014746255
SEMA3B	ENSG00000012171	-1.087097935	0.280522542	-3.875260528	0.000106511	0.00195761	-1.143391551	0.257029316	-4.448486916	8.65E-06	0.000192414
TBCD	ENSG00000141556	-1.08771663	0.237455393	-4.580719836	4.63E-06	0.000164116	-0.743719847	0.215589817	-3.449698404	0.000561213	0.005165034
ITGB4	ENSG00000132470	-1.087904056	0.335674338	-3.240950923	0.001191317	0.011537299	-0.977116155	0.35671397	-2.739214717	0.006158614	0.031034396
TRIM66	ENSG00000166436	-1.088077678	0.234687408	-4.636284861	3.55E-06	0.000132729	-0.624831603	0.243060403	-2.570684473	0.010149775	0.04517239
ASIC1	ENSG00000110881	-1.088265223	0.390680435	-2.785563659	0.005343475	0.033140523	-1.197438391	0.292586991	-4.092589304	4.27E-05	0.000691578
ZNF517	ENSG00000197363	-1.088962018	0.318670705	-3.41720152	0.000632684	0.007233531	-0.865971879	0.245480341	-3.52766284	0.000419246	0.004128973
C3orf35	ENSG00000198590	-1.089072121	0.331948972	-3.280841972	0.001034977	0.010416878	-1.061209509	0.418973772	-2.532878143	0.011313027	0.049020965
ILDR2	ENSG00000143195	-1.089401332	0.30007673	-3.63040923	0.000282972	0.004011973	-0.983337284	0.338876383	-2.901758088	0.00371075	0.021351224
TRIM45	ENSG00000134253	-1.089453184	0.286460025	-3.803159569	0.000142862	0.002431612	-0.883101367	0.303425376	-2.910440053	0.003609202	0.020941283
MRI1	ENSG00000037757	-1.08967261	0.243529731	-4.474495194	7.66E-06	0.000247105	-1.061794235	0.231605981	-4.584485392	4.55E-06	0.000117985
GOLGA6L10	ENSG00000278662	-1.09118839	0.323626924	-3.371747864	0.000746928	0.008208049	-0.875655276	0.339134491	-2.582029546	0.009822118	0.044201471
GOLGA6L19	ENSG00000278662	-1.09118839	0.323626924	-3.371747864	0.000746928	0.008208049	-0.875655276	0.339134491	-2.582029546	0.009822118	0.044201471
OTUD3	ENSG00000169914	-1.092253122	0.230780253	-4.732870808	2.21E-06	9.00E-05	-0.914703715	0.231681054	-3.94811617	7.88E-05	0.001115007
LINC00092	ENSG00000225194	-1.092326615	0.389205051	-2.806558168	0.005007387	0.031654031	-1.524330826	0.366866384	-4.155002728	3.25E-05	0.000552958
TMEM198B	ENSG00000182796	-1.092973667	0.251007009	-4.354355162	1.33E-05	0.000388576	-0.762082875	0.244504845	-3.116841613	0.001827998	0.012736113
NOXA1	ENSG00000188747	-1.093965912	0.383161978	-2.855100387	0.004302323	0.028429069	-0.859791788	0.330080123	-2.604797226	0.009192865	0.042110684
SH3BP5-AS1	ENSG00000224660	-1.094825922	0.199206764	-5.495927446	3.89E-08	3.08E-06	-0.993673302	0.218158454	-4.554823716	5.24E-06	0.000130778
TMEM8B	ENSG00000137103	-1.095022556	0.225921872	-4.846908115	1.25E-06	5.71E-05	-1.103760168	0.252858426	-4.36513106	1.27E-05	0.00026301
ATP7B	ENSG00000123191	-1.095151316	0.256641367	-4.267243923	1.98E-05	0.000529658	-0.747132016	0.27178271	-2.749004957	0.005977648	0.030418786
TTLL3	ENSG00000214021	-1.096159051	0.269253358	-4.07110634	4.68E-05	0.001044421	-1.005984799	0.272930532	-3.68586391	0.000227928	0.002573462
ST6GALNAC6	ENSG00000257524	-1.098219331	0.261677192	-4.196847742	2.71E-05	0.000673293	-0.811776595	0.269790022	-3.008920002	0.002621781	0.016604616
MASP2	ENSG00000009724	-1.100651764	0.331892816	-3.316286803	0.000912222	0.00947629	-0.827947688	0.30214208	-2.740259444	0.00613907	0.030956473
NSUN5P1	ENSG00000223705	-1.101996306	0.309985984	-3.554987523	0.000377997	0.004995854	-0.828331261	0.226878251	-3.650994565	0.000261227	0.002876654
ACCS	ENSG00000110455	-1.102503702	0.287005258	-3.841405932	0.000122332	0.002176253	-0.912171747	0.270393604	-3.373496018	0.000742201	0.006382313
KIF12	ENSG00000136883	-1.102763323	0.306943746	-3.592721262	0.000327243	0.004482877	-0.854764547	0.21159703	-4.039586684	5.35E-05	0.000828718
SLC6A20	ENSG00000163817	-1.103440795	0.375394146	-2.939419293	0.003288279	0.023525441	-1.175489056	0.385183429	-3.051764346	0.002275006	0.01502283
TPCN1	ENSG00000186815	-1.105661936	0.271057463	-4.079068418	4.52E-05	0.001017425	-0.723996848	0.264263176	-2.73968117	0.006149881	0.030997252
TTC22	ENSG00000006555	-1.106009334	0.311176446	-3.554283581	0.00037901	0.005000396	-0.906067033	0.356419297	-2.542137986	0.011017667	0.04807978
LINC00174	ENSG00000179406	-1.106288279	0.229835406	-4.813393636	1.48E-06	6.54E-05	-1.116734548	0.276813725	-4.03424558	5.48E-05	0.000842471
CYB5D1	ENSG00000182224	-1.109404715	0.349747058	-3.172020146	0.001513825	0.013666686	-0.917688591	0.332824064	-2.757278364	0.005828471	0.029839779
STK36	ENSG00000163482	-1.110083938	0.305098499	-3.638444436	0.00027429	0.003938204	-0.925738843	0.315092043	-2.937994985	0.003303424	0.019647904
PRAM1	ENSG00000133246	-1.110867157	0.302109996	-3.677028804	0.000235966	0.003520059	-0.775502194	0.282494952	-2.745189567	0.006047595	0.030646426
HSPG2	ENSG00000142798	-1.111272264	0.304782201	-3.646119292	0.00026623	0.00385509	-0.978869448	0.220595862	-4.437388073	9.11E-06	0.000201227
ITPR3	ENSG00000096433	-1.112247506	0.236598242	-4.700996492	2.59E-06	0.00010252	-0.812338127	0.209160851	-3.883796233	0.000102838	0.001375324
PBX4	ENSG00000105717	-1.112258925	0.323961181	-3.43330927	0.000596262	0.006930871	-1.08905502	0.321064761	-3.392010435	0.000693818	0.006055477
CHADL	ENSG00000100399	-1.112921052	0.320990904	-3.467142022	0.000526024	0.00631159	-0.94620018	0.336430842	-2.812465634	0.004916328	0.026293574
SGSH	ENSG00000181523	-1.115116204	0.275508566	-4.047482882	5.18E-05	0.001123298	-0.673518509	0.227406146	-2.961742773	0.003059032	0.018512276
ANKRD23	ENSG00000163126	-1.115751865	0.364287517	-3.062833104	0.002192523	0.017704432	-1.223441	0.426502843	-2.868541251	0.004123694	0.023045305
PLXNA1	ENSG00000114554	-1.116247671	0.278277607	-4.01127379	6.04E-05	0.001270759	-1.091021259	0.205705638	-5.303798517	1.13E-07	5.16E-06
FAM193B	ENSG00000146067	-1.118215845	0.237985727	-4.698667677	2.62E-06	0.000103545	-1.018947832	0.234009315	-4.354304571	1.33E-05	0.000271295
SOX18	ENSG00000203883	-1.118436882	0.180993454	-6.179432785	6.43E-10	8.67E-08	-1.045162405	0.214532435	-4.871815321	1.11E-06	3.57E-05
LOC100506691	ENSG00000256546	-1.119301783	0.396333643	-2.824140221	0.004740764	0.030437923	-1.558684166	0.510245516	-3.054772883	0.00225231	0.014903222
AFDN-DT	ENSG00000198221	-1.122207022	0.320191614	-3.504798292	0.000456953	0.005717705	-1.285159038	0.373648901	-3.439482992	0.000582826	0.005318043
MAPK4	ENSG00000141639	-1.123101865	0.409325914	-2.743783933	0.00607355	0.036405116	-1.442590081	0.322925852	-4.467248659	7.92E-06	0.000179272
CEACAM19	ENSG00000186567	-1.124287795	0.261002257	-4.307578819	1.65E-05	0.000461278	-1.474432586	0.235213598	-6.268483621	3.65E-10	3.33E-08
PLXNB1	ENSG00000164050	-1.12508251	0.327682928	-3.433448665	0.000595955	0.006930273	-1.200073686	0.274147189	-4.377479453	1.20E-05	0.000251176
LOC100129534	ENSG00000269896	-1.125582271	0.342069601	-3.29050657	0.001000072	0.010155868	-1.431490566	0.394205606	-3.631329808	0.000281965	0.003055231
LMF1	ENSG00000260807	-1.128540893	0.369421118	-3.054890038	0.002251431	0.01803601	-1.175971183	0.24267936	-4.845781615	1.26E-06	3.97E-05
CPLX1	ENSG00000168993	-1.128575784	0.309160133	-3.650457043	0.000261774	0.003809831	-1.029242882	0.351386194	-2.929093116	0.003399526	0.020051828
DOK7	ENSG00000175920	-1.12934626	0.329864758	-3.423664499	0.000617828	0.007125724	-0.982022256	0.325763969	-3.014520786	0.002573856	0.016378559
NPTXR	ENSG00000221890	-1.129456095	0.30948376	-3.649484208	0.000262767	0.003817153	-1.38913095	0.303119006	-4.582790666	4.59E-06	0.000118536
PDE2A	ENSG00000186642	-1.130776928	0.316400861	-3.573874373	0.000351738	0.004735563	-1.141817691	0.303681149	-3.759922843	0.000169966	0.00204264
FTO	ENSG00000140718	-1.132446343	0.274039767	-4.132416101	3.59E-05	0.000843548	-1.087477963	0.311501315	-3.491086273	0.000481061	0.004600802
PAN2	ENSG00000135473	-1.132805732	0.252099565	-4.493485471	7.01E-06	0.000229875	-0.769511193	0.233519186	-3.295280385	0.000983235	0.007880965
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479	-1.134592931	0.325361441	-3.487176996	0.000488148	0.006000247	-0.964124671	0.371686582	-2.593918419	0.0094889	0.043102443
RGPD8	ENSG00000169629	-1.136661313	0.350451612	-3.243418705	0.001181045	0.011466437	-0.715452811	0.269466926	-2.655067252	0.00792926	0.037648271
LINC00106	ENSG00000236871	-1.137544762	0.416482317	-2.731315871	0.006308198	0.037431673	-1.530906878	0.507517603	-3.016460647	0.002557444	0.016292343
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769	-1.137564306	0.200028192	-5.687019889	1.29E-08	1.22E-06	-0.677289306	0.227945114	-2.971282406	0.002965589	0.01810696
TNXB	ENSG00000168477	-1.13767752	0.34144592	-3.331940595	0.000862427	0.009091121	-0.912752102	0.221529936	-4.120220129	3.79E-05	0.000627506
ANXA8L1	ENSG00000264230	-1.137831373	0.381585885	-2.981848696	0.002865136	0.021376382	-0.873135408	0.271742112	-3.213103047	0.001313092	0.009896885
HID1	ENSG00000167861	-1.143742934	0.258353984	-4.427038122	9.55E-06	0.000295921	-0.843296135	0.232576651	-3.62588476	0.000287974	0.003112125
CYP2D6	ENSG00000100197	-1.143904533	0.386682924	-2.958249418	0.003093917	0.022552798	-0.910289215	0.286400927	-3.178373841	0.001481037	0.010822774
LOC107987478	ENSG00000100197	-1.143904533	0.386682924	-2.958249418	0.003093917	0.022552798	-0.910289215	0.286400927	-3.178373841	0.001481037	0.010822774
LOC107987479	ENSG00000100197	-1.143904533	0.386682924	-2.958249418	0.003093917	0.022552798	-0.910289215	0.286400927	-3.178373841	0.001481037	0.010822774
NICN1	ENSG00000145029	-1.144298809	0.281771608	-4.061086274	4.88E-05	0.001071049	-0.739032368	0.239436585	-3.086547401	0.002024957	0.013762933
