SYMBOL	Ensembl_IDs	log2FoldChange	lfcSE	stat	pvalue	padj
ZBTB7C	ENSG00000184828	-1.219914819	0.403542295	-3.023016013	0.00250269	0.016036902
DMPK	ENSG00000104936	-1.220274071	0.257077494	-4.746716848	2.07E-06	6.02E-05
RAPGEFL1	ENSG00000108352	-1.220477437	0.302059249	-4.040523306	5.33E-05	0.000827224
NA	ENSG00000257653	-1.220901382	0.337963852	-3.612520609	0.000303235	0.003231385
NA	ENSG00000260645	-1.221354122	0.390359034	-3.128796866	0.001755236	0.012369252
LTBP3	ENSG00000168056	-1.222182004	0.235698386	-5.185364336	2.16E-07	8.83E-06
CTF1	ENSG00000150281	-1.222679862	0.303136149	-4.033434701	5.50E-05	0.000843675
ANKRD23	ENSG00000163126	-1.223441	0.426502843	-2.868541251	0.004123694	0.023045305
NA	ENSG00000268230	-1.223535097	0.367600967	-3.328432748	0.000873361	0.007223634
MAP6	ENSG00000171533	-1.224373504	0.36910919	-3.317103816	0.000909558	0.007441899
FSTL4	ENSG00000053108	-1.224521375	0.405740168	-3.017993958	0.00254454	0.016219214
NA	ENSG00000279488	-1.22478084	0.345860048	-3.541261404	0.000398219	0.003973808
NA	ENSG00000225217	-1.226589137	0.232759877	-5.269761925	1.37E-07	6.05E-06
RP1L1	ENSG00000183638	-1.226801263	0.384863488	-3.187627041	0.001434454	0.010549612
MIR3936HG	ENSG00000233006	-1.227138054	0.394618636	-3.109680947	0.001872895	0.012977425
ANO2	ENSG00000047617	-1.227538104	0.283422613	-4.331122668	1.48E-05	0.000296728
NA	ENSG00000280285	-1.228207354	0.411591588	-2.984043866	0.00284466	0.017604717
NA	ENSG00000225138	-1.228928451	0.278572124	-4.41152702	1.03E-05	0.00022209
HSD11B2	ENSG00000176387	-1.229148263	0.28690877	-4.284108367	1.83E-05	0.000350943
ATP6V1B1	ENSG00000116039	-1.2292965	0.352298265	-3.489362909	0.000484173	0.004620861
LOC171391	ENSG00000255284	-1.229490308	0.291348365	-4.220000705	2.44E-05	0.000439936
COL4A6	ENSG00000197565	-1.230746189	0.250199738	-4.919054668	8.70E-07	2.91E-05
LTBP4	ENSG00000090006	-1.233035309	0.224761711	-5.485966901	4.11E-08	2.14E-06
BMP6	ENSG00000153162	-1.234158337	0.290505754	-4.248309437	2.15E-05	0.00039698
WDR97	ENSG00000179698	-1.23515574	0.392361061	-3.148007954	0.001643872	0.011737963
C21orf58	ENSG00000160298	-1.235192543	0.458907535	-2.691593508	0.007111156	0.034645577
NA	ENSG00000182912	-1.235948609	0.368177081	-3.356940646	0.0007881	0.006673638
POU2AF1	ENSG00000110777	-1.237687259	0.488737143	-2.532419068	0.011327852	0.049075858
ND1	ENSG00000198888	-1.238471854	0.221824544	-5.583114612	2.36E-08	1.32E-06
NA	ENSG00000278484	-1.238773519	0.440895081	-2.809678699	0.004959098	0.026453946
NA	ENSG00000276073	-1.239148691	0.350332845	-3.537061134	0.000404606	0.004030478
CES4A	ENSG00000172824	-1.23931031	0.368417276	-3.36387675	0.000768559	0.00654713
CDH23	ENSG00000107736	-1.239869522	0.21936608	-5.652056704	1.59E-08	9.45E-07
NA	ENSG00000279693	-1.24012961	0.297572968	-4.167480737	3.08E-05	0.000528684
NA	ENSG00000197815	-1.240710945	0.305590781	-4.060040496	4.91E-05	0.000773943
TSSC2	ENSG00000223756	-1.240711558	0.321187698	-3.862886304	0.000112055	0.001473483
TRIM73	ENSG00000178809	-1.24089803	0.298630293	-4.155298575	3.25E-05	0.000552656
NA	ENSG00000267506	-1.241408693	0.47106603	-2.6353178	0.008405854	0.039352951
MLXIPL	ENSG00000009950	-1.244069844	0.454519276	-2.737111299	0.006198132	0.031137029
FBRSL1	ENSG00000112787	-1.244689715	0.225129265	-5.528777955	3.22E-08	1.75E-06
LHFPL3-AS2	ENSG00000225329	-1.247288336	0.371749928	-3.355181108	0.00079313	0.006708746
NA	ENSG00000229413	-1.248201478	0.351453075	-3.551545188	0.000382976	0.003862342
NA	ENSG00000224945	-1.248223565	0.357916421	-3.487472193	0.00048761	0.00464781
BEX1	ENSG00000133169	-1.251072328	0.3851555	-3.248226566	0.001161268	0.008990739
SYT7	ENSG00000011347	-1.251947579	0.324959751	-3.852623518	0.000116859	0.00152345
GABBR1	ENSG00000204681	-1.252663573	0.209295522	-5.985142741	2.16E-09	1.67E-07
C17orf113	ENSG00000267221	-1.253417301	0.465173659	-2.694514783	0.00704912	0.034453955
C6orf132	ENSG00000188112	-1.25350007	0.36685291	-3.416900991	0.000633383	0.005644897
GOLGA2P5	ENSG00000238105	-1.253594442	0.418002229	-2.999013773	0.002708551	0.016993393
CHAD	ENSG00000136457	-1.254452361	0.431927188	-2.90431442	0.003680583	0.021243433
GRIA1	ENSG00000155511	-1.254631862	0.32970692	-3.805294299	0.000141636	0.001784588
LOC730183	ENSG00000261840	-1.254914199	0.394195998	-3.183477778	0.001455173	0.010684724
NA	ENSG00000236017	-1.255479436	0.253482968	-4.952914374	7.31E-07	2.51E-05
NA	ENSG00000279825	-1.255842886	0.322632485	-3.892487411	9.92E-05	0.001334801
SORCS2	ENSG00000184985	-1.25671192	0.224195943	-5.605417761	2.08E-08	1.20E-06
CCDC200	ENSG00000236383	-1.256724307	0.43948402	-2.859544941	0.004242493	0.023518662
NA	ENSG00000279801	-1.25766684	0.239853768	-5.243473353	1.58E-07	6.83E-06
PTGES3L	ENSG00000267060	-1.258372562	0.488270234	-2.577205154	0.009960282	0.044646697
PLPPR3	ENSG00000129951	-1.258552956	0.492158723	-2.55720949	0.010551565	0.04649143
FOXQ1	ENSG00000164379	-1.259075516	0.335094644	-3.75737284	0.000171707	0.002060298
LINC01126	ENSG00000279873	-1.259215872	0.489107158	-2.57451941	0.010037945	0.04485682
NA	ENSG00000279095	-1.259242639	0.283966292	-4.434479283	9.23E-06	0.000203568
ADAMTSL2	ENSG00000197859	-1.259562245	0.23945123	-5.260203689	1.44E-07	6.31E-06
CFAP44	ENSG00000206530	-1.260985527	0.353436558	-3.567784655	0.000360012	0.003681311
CDRT4	ENSG00000239704	-1.261786723	0.291223288	-4.332712311	1.47E-05	0.000295632
SUGT1P4-STRA6LP-CCDC180	ENSG00000255036	-1.263160539	0.389260079	-3.245029758	0.001174384	0.009061464
NEIL1	ENSG00000140398	-1.264295108	0.277795059	-4.551179242	5.33E-06	0.000132134
LOC101926913	ENSG00000234350	-1.264329518	0.292666329	-4.320037508	1.56E-05	0.000308241
NA	ENSG00000261659	-1.264507407	0.400726753	-3.155535278	0.001602039	0.011525161
FRMD1	ENSG00000153303	-1.264661526	0.349246517	-3.621114209	0.000293337	0.003155452
SPTBN4	ENSG00000160460	-1.26800999	0.414340669	-3.06030782	0.002211096	0.014746255
DIO3OS	ENSG00000258498	-1.268358896	0.319857483	-3.965387603	7.33E-05	0.001050331
NPIPB3	ENSG00000169246	-1.269121018	0.283174176	-4.481768198	7.40E-06	0.000169008
TSPOAP1	ENSG00000005379	-1.269487536	0.287299719	-4.418687008	9.93E-06	0.000216506
NA	ENSG00000205041	-1.273296077	0.421080009	-3.023881568	0.002495541	0.016000988
PTK6	ENSG00000101213	-1.27358501	0.376719939	-3.380720998	0.000722959	0.006249903
NA	ENSG00000213981	-1.276178851	0.452400904	-2.820902521	0.004788875	0.025769356
GRP	ENSG00000134443	-1.277280848	0.332285228	-3.843929073	0.00012108	0.001570384
NA	ENSG00000223947	-1.28081668	0.452267141	-2.831991458	0.004625908	0.02509412
NA	ENSG00000269936	-1.281409767	0.26378212	-4.857834053	1.19E-06	3.78E-05
NA	ENSG00000159239	-1.283175614	0.438989607	-2.923020485	0.003466537	0.020320514
KIFC2	ENSG00000167702	-1.284235176	0.262235089	-4.897266726	9.72E-07	3.20E-05
AFDN-DT	ENSG00000198221	-1.285159038	0.373648901	-3.439482992	0.000582826	0.005318043
WNT9A	ENSG00000143816	-1.285336522	0.311820549	-4.122039183	3.76E-05	0.000623934
NA	ENSG00000263986	-1.286244167	0.331634813	-3.878495615	0.000105104	0.001398941
NA	ENSG00000263585	-1.286684245	0.431260119	-2.983545634	0.002849295	0.017628612
NA	ENSG00000279069	-1.286799858	0.329899581	-3.90058046	9.60E-05	0.001305877
COL27A1	ENSG00000196739	-1.28904026	0.211048726	-6.107785095	1.01E-09	8.42E-08
NA	ENSG00000259726	-1.290094396	0.391636295	-3.294113473	0.000987326	0.007893755
NA	ENSG00000267838	-1.290119181	0.415286934	-3.106573011	0.001892696	0.013058969
FLJ45513	ENSG00000204584	-1.292734886	0.446229178	-2.897020074	0.003767256	0.021615904
NA	ENSG00000234062	-1.293701051	0.444479271	-2.910599292	0.003607363	0.020935952
NA	ENSG00000255182	-1.297146045	0.298721918	-4.342319615	1.41E-05	0.00028475
STRC	ENSG00000242866	-1.297740149	0.508009489	-2.554558874	0.010632245	0.046781859
SPACA9	ENSG00000165698	-1.298335782	0.511211605	-2.539722828	0.011094035	0.048333304
IGSF9	ENSG00000085552	-1.298718566	0.482139424	-2.693657689	0.007067271	0.034527841
NA	ENSG00000232415	-1.299609015	0.417814258	-3.110494655	0.001867743	0.012945664
KCNJ16	ENSG00000153822	-1.300058677	0.433563544	-2.998542418	0.002712744	0.016996278
COX1	ENSG00000198804	-1.302109809	0.196060281	-6.641374789	3.11E-11	3.68E-09
SGSM1	ENSG00000167037	-1.302242672	0.287784366	-4.525063985	6.04E-06	0.000144912
NA	ENSG00000260793	-1.304111362	0.273112753	-4.774992548	1.80E-06	5.38E-05
LINC00894	ENSG00000235703	-1.304992276	0.271038024	-4.814794092	1.47E-06	4.50E-05
NME9	ENSG00000181322	-1.305107777	0.489855958	-2.664268455	0.007715596	0.036942028
PGGHG	ENSG00000142102	-1.306250491	0.296614755	-4.403862151	1.06E-05	0.000229433
NA	ENSG00000279382	-1.306869366	0.274430694	-4.762110779	1.92E-06	5.68E-05
LTK	ENSG00000062524	-1.307350319	0.262079929	-4.988364896	6.09E-07	2.13E-05
NA	ENSG00000242588	-1.30775167	0.303632515	-4.307021165	1.65E-05	0.000323572
ADRA1B	ENSG00000170214	-1.308411592	0.462073528	-2.831609066	0.004631444	0.025114476
CYP3A5	ENSG00000106258	-1.31126082	0.403223769	-3.251943268	0.001146189	0.008893675
URAHP	ENSG00000222019	-1.31306848	0.446376254	-2.941618125	0.003265023	0.019485698
PRSS53	ENSG00000151006	-1.314871706	0.290817432	-4.521296051	6.15E-06	0.000146186
NA	ENSG00000265690	-1.315258908	0.393299608	-3.344165319	0.000825305	0.006909011
EPPK1	ENSG00000261150	-1.320378948	0.382325275	-3.453548672	0.000553262	0.005117172
NA	ENSG00000183889	-1.320845573	0.234921317	-5.622501994	1.88E-08	1.09E-06
LRTOMT	ENSG00000184154	-1.322377198	0.453757338	-2.914282784	0.003565068	0.020753985
D2HGDH	ENSG00000180902	-1.322512251	0.269499272	-4.907294344	9.23E-07	3.06E-05
NA	ENSG00000280334	-1.323223278	0.343564838	-3.851451408	0.00011742	0.00152901
MZF1	ENSG00000099326	-1.324000266	0.277653542	-4.768533678	1.86E-06	5.52E-05
QRICH2	ENSG00000129646	-1.324988224	0.23538011	-5.629142694	1.81E-08	1.06E-06
NA	ENSG00000231064	-1.325075361	0.476720165	-2.779566416	0.005443152	0.0283712
DACT2	ENSG00000164488	-1.326516783	0.292251995	-4.538948595	5.65E-06	0.000137779
PRR29	ENSG00000224383	-1.327435344	0.514076952	-2.582172455	0.009818051	0.044200648
NA	ENSG00000249669	-1.33122812	0.204906356	-6.496763445	8.21E-11	8.69E-09
ABO	ENSG00000175164	-1.33142038	0.245296636	-5.427797132	5.71E-08	2.85E-06
PRELP	ENSG00000188783	-1.332201504	0.263812652	-5.049801425	4.42E-07	1.61E-05
NA	ENSG00000280422	-1.332577663	0.51484533	-2.588306789	0.009644904	0.043654265
BICRA	ENSG00000063169	-1.333750178	0.231077523	-5.77187328	7.84E-09	5.16E-07
RPL13AP17	ENSG00000231322	-1.334046751	0.48419412	-2.755189906	0.005865808	0.029990458
AATK	ENSG00000181409	-1.336359493	0.236828714	-5.642725801	1.67E-08	9.92E-07
RNF207	ENSG00000158286	-1.336649368	0.324915316	-4.113839217	3.89E-05	0.000640451
ATP1B2	ENSG00000129244	-1.337500645	0.29539224	-4.527880102	5.96E-06	0.000143657
SPEG	ENSG00000072195	-1.337754179	0.307764152	-4.346686158	1.38E-05	0.000279638
NA	ENSG00000239552	-1.341667112	0.488985696	-2.743775784	0.006073701	0.030728956
NA	ENSG00000267904	-1.342372566	0.429309985	-3.126814223	0.001767116	0.01243372
NA	ENSG00000183458	-1.343092489	0.260769823	-5.150490472	2.60E-07	1.04E-05
SOGA1	ENSG00000149639	-1.343555675	0.226505084	-5.931679995	3.00E-09	2.22E-07
NPAS2	ENSG00000170485	-1.348062981	0.24492	-5.504095144	3.71E-08	1.98E-06
IGF2	ENSG00000167244	-1.348411868	0.26163405	-5.15380879	2.55E-07	1.02E-05
AARD	ENSG00000205002	-1.348562485	0.309167268	-4.361918685	1.29E-05	0.000265098
LOC100128770	ENSG00000205890	-1.348730435	0.400912607	-3.364150717	0.000767796	0.006543082
CCDC183	ENSG00000213213	-1.35097613	0.341312318	-3.958181581	7.55E-05	0.001079124
PROSER3	ENSG00000167595	-1.353742391	0.302378793	-4.476975305	7.57E-06	0.00017233
PITPNM3	ENSG00000091622	-1.355728451	0.280757707	-4.828820074	1.37E-06	4.28E-05
FLNB-AS1	ENSG00000244161	-1.356066762	0.49653291	-2.731071264	0.006312882	0.03157412
LINC00163	ENSG00000234880	-1.356730758	0.377679837	-3.592277436	0.000327801	0.003428951
MZF1-AS1	ENSG00000267858	-1.356765315	0.317099706	-4.278670991	1.88E-05	0.000356628
EFCAB1	ENSG00000034239	-1.358285371	0.525219268	-2.586130127	0.009706028	0.043852172
FAM83H-AS1	ENSG00000203499	-1.358446828	0.505325594	-2.688260488	0.007182534	0.034963397
NA	ENSG00000185168	-1.358666343	0.421099647	-3.226472289	0.001253264	0.009534354
FLJ34503	ENSG00000175967	-1.359492615	0.528815711	-2.570824933	0.01014566	0.045166343
NA	ENSG00000269937	-1.360313731	0.303360435	-4.484150128	7.32E-06	0.000167467
LRRC56	ENSG00000161328	-1.360898418	0.464077235	-2.932482602	0.003362638	0.019885778
NA	ENSG00000237017	-1.362321441	0.381028395	-3.575380364	0.000349719	0.003598691
NA	ENSG00000177725	-1.362329518	0.47547763	-2.865181097	0.004167708	0.023234233
PPP1R13L	ENSG00000104881	-1.364325289	0.236811661	-5.761225109	8.35E-09	5.46E-07
NA	ENSG00000230882	-1.365553601	0.47963658	-2.847058916	0.00441252	0.024201872
C16orf96	ENSG00000205832	-1.367057217	0.49592946	-2.756555777	0.005841365	0.029899066
RGL3	ENSG00000205517	-1.369090958	0.298761031	-4.582562038	4.59E-06	0.000118536
NA	ENSG00000250397	-1.369236039	0.293130193	-4.671084961	3.00E-06	8.28E-05
NA	ENSG00000261123	-1.369797458	0.489298102	-2.799515166	0.005117941	0.027110677
FER1L5	ENSG00000249715	-1.36983297	0.538993851	-2.541463074	0.011038961	0.048154239
PKD1P6-NPIPP1	ENSG00000270580	-1.370920086	0.230117669	-5.957474239	2.56E-09	1.94E-07
NA	ENSG00000270028	-1.371356807	0.456209021	-3.005983535	0.002647233	0.016705385
NA	ENSG00000268947	-1.373286216	0.439686439	-3.123330841	0.001788166	0.012538726
ANKRD24	ENSG00000089847	-1.373463057	0.357157899	-3.845534598	0.00012029	0.001561916
LOC105371795	ENSG00000267288	-1.374117494	0.489024478	-2.809915569	0.00495545	0.026440682
NA	ENSG00000162006	-1.380004454	0.531149582	-2.598146549	0.009372848	0.042745897
KCNC3	ENSG00000131398	-1.381330814	0.205926919	-6.707869074	1.97E-11	2.46E-09
NA	ENSG00000263394	-1.381701388	0.326376037	-4.233464566	2.30E-05	0.0004195
PNPLA7	ENSG00000130653	-1.383763519	0.315960816	-4.379541533	1.19E-05	0.000249499
KCNQ4	ENSG00000117013	-1.384517475	0.284152545	-4.872444392	1.10E-06	3.56E-05
SRRM2	ENSG00000167978	-1.384798193	0.206602959	-6.702702617	2.05E-11	2.52E-09
CT75	ENSG00000237732	-1.386726536	0.524538719	-2.64370672	0.008200367	0.038629297
FN3K	ENSG00000167363	-1.38758718	0.231190208	-6.001928866	1.95E-09	1.53E-07
NPTXR	ENSG00000221890	-1.38913095	0.303119006	-4.582790666	4.59E-06	0.000118536
SLC16A8	ENSG00000100156	-1.391116137	0.485788408	-2.863625633	0.004188227	0.023302963
NA	ENSG00000279833	-1.391154719	0.27986516	-4.970803515	6.67E-07	2.30E-05
LINC01347	ENSG00000214837	-1.391422787	0.339810602	-4.094700923	4.23E-05	0.000685803
FAM227A	ENSG00000184949	-1.391974516	0.510938583	-2.724348017	0.006442858	0.032083204
MUC6	ENSG00000184956	-1.392716637	0.334374715	-4.165137422	3.11E-05	0.000532938
NA	ENSG00000254578	-1.393026033	0.523700031	-2.659969356	0.007814776	0.037314859
NA	ENSG00000220305	-1.393974162	0.514673479	-2.708463172	0.006759561	0.033303276
RNF208	ENSG00000212864	-1.394701962	0.307355406	-4.53774989	5.69E-06	0.000138328
PROM2	ENSG00000155066	-1.394812614	0.299538482	-4.656538974	3.22E-06	8.76E-05
NA	ENSG00000233024	-1.395081347	0.238986879	-5.837480934	5.30E-09	3.71E-07
ADCY10P1	ENSG00000161912	-1.395266613	0.298668337	-4.671625472	2.99E-06	8.27E-05
VIPR1	ENSG00000114812	-1.395540995	0.242751176	-5.748853699	8.99E-09	5.83E-07
COL7A1	ENSG00000114270	-1.400635193	0.434775212	-3.221515749	0.001275145	0.009658849
ASIC3	ENSG00000213199	-1.401372822	0.329812409	-4.24899968	2.15E-05	0.000396866
NA	ENSG00000268575	-1.402108698	0.243524467	-5.757568088	8.53E-09	5.57E-07
ARAP1-AS2	ENSG00000245148	-1.402127461	0.463139093	-3.027443553	0.002466318	0.015880714
IQCN	ENSG00000130518	-1.40224208	0.351340605	-3.991118764	6.58E-05	0.000966978
HMGCS2	ENSG00000134240	-1.403854476	0.434779298	-3.228889882	0.001242717	0.009492192
ADAMTS13	ENSG00000160323	-1.403949544	0.311173012	-4.511797258	6.43E-06	0.000151465
HGC6.3	ENSG00000235994	-1.404584554	0.27717418	-5.067515871	4.03E-07	1.49E-05
NA	ENSG00000273137	-1.404913723	0.366375242	-3.834630623	0.000125753	0.001617352
KIAA1324	ENSG00000116299	-1.40544565	0.470627468	-2.986323037	0.002823542	0.017507345
ZNF497	ENSG00000174586	-1.406249126	0.337390439	-4.168017121	3.07E-05	0.000528238
C4orf47	ENSG00000205129	-1.406522321	0.545141225	-2.580106323	0.00987699	0.044386979
CEL	ENSG00000170835	-1.406871922	0.462384567	-3.042644634	0.002345091	0.015316775
NA	ENSG00000281638	-1.407167338	0.445795333	-3.156532237	0.001596572	0.011496735
NA	ENSG00000280063	-1.407545383	0.31139319	-4.520154678	6.18E-06	0.000146517
PCDHGB3	ENSG00000262209	-1.408371387	0.433397238	-3.249608588	0.001155639	0.008953256
NA	ENSG00000174403	-1.408428077	0.469377131	-3.000632084	0.002694199	0.016936027
NA	ENSG00000260285	-1.409722606	0.333393291	-4.228407239	2.35E-05	0.000426858
NR1D1	ENSG00000126368	-1.411263066	0.246248796	-5.731045537	9.98E-09	6.38E-07
USP2	ENSG00000036672	-1.414456757	0.51435651	-2.749954032	0.005960363	0.030366389
SLC6A4	ENSG00000108576	-1.415924537	0.347156895	-4.078630031	4.53E-05	0.000725659
NA	ENSG00000234793	-1.417276818	0.362902087	-3.905397271	9.41E-05	0.001288925
LINC00893	ENSG00000241769	-1.417963008	0.316055501	-4.486436727	7.24E-06	0.000166181
C1QTNF12	ENSG00000184163	-1.419206372	0.465662283	-3.047715958	0.002305878	0.015154433
DSCAML1	ENSG00000177103	-1.419298853	0.365624	-3.881853633	0.000103663	0.00138392
CHIAP2	ENSG00000203878	-1.420208638	0.354281568	-4.008700325	6.11E-05	0.000914914
MAB21L4	ENSG00000172478	-1.420507906	0.316665963	-4.485824409	7.26E-06	0.000166492
NA	ENSG00000228434	-1.423007994	0.280286852	-5.076970202	3.84E-07	1.43E-05
NA	ENSG00000269680	-1.423248983	0.462483711	-3.077403484	0.002088124	0.014078759
NA	ENSG00000237278	-1.424350018	0.330193272	-4.313685766	1.61E-05	0.000315865
MAMDC4	ENSG00000177943	-1.425281162	0.248874669	-5.726903302	1.02E-08	6.50E-07
CTXN1	ENSG00000178531	-1.425466986	0.473150119	-3.012716111	0.00258921	0.016437664
SLC27A6	ENSG00000113396	-1.425941124	0.463521562	-3.076321019	0.002095721	0.014125791
GATD1	ENSG00000177225	-1.426992943	0.261413146	-5.458765039	4.79E-08	2.46E-06
LOC442497	ENSG00000249574	-1.427378955	0.512746486	-2.783790807	0.005372767	0.02813318
SEC14L4	ENSG00000133488	-1.427422539	0.48916437	-2.918083628	0.003521899	0.020544711
DENND6B	ENSG00000205593	-1.428990131	0.398132467	-3.589232852	0.000331653	0.003453373
LOC100129534	ENSG00000269896	-1.431490566	0.394205606	-3.631329808	0.000281965	0.003055231
DND1	ENSG00000256453	-1.432377406	0.548339959	-2.612206864	0.00899598	0.041408797
NA	ENSG00000254154	-1.432640926	0.270895696	-5.288533358	1.23E-07	5.58E-06
NA	ENSG00000279088	-1.434942992	0.238828358	-6.008260516	1.88E-09	1.47E-07
PRKCZ-AS1	ENSG00000182873	-1.436467518	0.345773104	-4.154364527	3.26E-05	0.00055409
NA	ENSG00000230638	-1.436757766	0.366759884	-3.917434343	8.95E-05	0.001238369
ITLN2	ENSG00000158764	-1.438022027	0.295966411	-4.858733876	1.18E-06	3.77E-05
NA	ENSG00000248608	-1.438076207	0.456200341	-3.152290948	0.001619948	0.011609965
NA	ENSG00000133519	-1.438462266	0.448326139	-3.208517504	0.001334212	0.010010758
ZDHHC11B	ENSG00000206077	-1.438860842	0.269883508	-5.33141448	9.75E-08	4.55E-06
NA	ENSG00000269044	-1.440881894	0.243700181	-5.912518777	3.37E-09	2.47E-07
NA	ENSG00000277559	-1.441362609	0.543884848	-2.650124586	0.008046209	0.038029032
ATP6	ENSG00000198899	-1.441459258	0.197398155	-7.302293475	2.83E-13	4.88E-11
WDR90	ENSG00000161996	-1.44160962	0.355826515	-4.051439558	5.09E-05	0.000797429
MAPK4	ENSG00000141639	-1.442590081	0.322925852	-4.467248659	7.92E-06	0.000179272
USP43	ENSG00000154914	-1.44303132	0.459116774	-3.143059457	0.001671919	0.011892567
EDN3	ENSG00000124205	-1.44350998	0.345802506	-4.174376862	2.99E-05	0.000516795
P2RX6	ENSG00000099957	-1.444149709	0.5144604	-2.807115398	0.004998733	0.026609252
TMEM9B-AS1	ENSG00000254860	-1.444510464	0.435080573	-3.320098744	0.000899856	0.00738109
F8A3	ENSG00000277150	-1.446425778	0.530172522	-2.728217169	0.006367767	0.031778802
NA	ENSG00000237973	-1.447085505	0.214635722	-6.742053432	1.56E-11	1.99E-09
NA	ENSG00000250986	-1.447742279	0.408685444	-3.542436612	0.000396449	0.003963853
SCG2	ENSG00000171951	-1.449279221	0.502093948	-2.886470204	0.003895896	0.022119828
LOC100996351	ENSG00000267551	-1.450494699	0.486038695	-2.984319387	0.002842099	0.017593654
NA	ENSG00000272692	-1.451397582	0.454561609	-3.192961203	0.001408219	0.010396975
PCDHAC1	ENSG00000248383	-1.45153238	0.508339839	-2.855436989	0.004297765	0.023738347
TBX1	ENSG00000184058	-1.452727456	0.504140132	-2.881594548	0.003956685	0.022375668
GGTLC2	ENSG00000100121	-1.45349577	0.495241386	-2.934923881	0.003336295	0.019786543
RGS11	ENSG00000076344	-1.454988873	0.286490567	-5.078662409	3.80E-07	1.43E-05
NA	ENSG00000241489	-1.45529106	0.304651606	-4.776902632	1.78E-06	5.33E-05
NA	ENSG00000260404	-1.456219152	0.236168113	-6.166027794	7.00E-10	5.93E-08
NA	ENSG00000243679	-1.456821847	0.289500497	-5.032191173	4.85E-07	1.75E-05
PCOLCE2	ENSG00000163710	-1.457165027	0.445362914	-3.271859826	0.001068425	0.008386034
HRAT92	ENSG00000223855	-1.460826582	0.398280644	-3.667832225	0.000244616	0.002728045
PTCH2	ENSG00000117425	-1.461350957	0.333028642	-4.388063886	1.14E-05	0.00024309
TAS1R1	ENSG00000173662	-1.461636403	0.56838124	-2.571577492	0.010123636	0.045121244
NA	ENSG00000224195	-1.462327122	0.555468509	-2.632601304	0.008473375	0.039575592
C17orf97	ENSG00000187624	-1.462475479	0.531236923	-2.752962785	0.005905861	0.030168134
DRC3	ENSG00000171962	-1.463913757	0.507196088	-2.886287555	0.003898158	0.022127151
RAB36	ENSG00000100228	-1.465848735	0.526088451	-2.786316129	0.005331085	0.027966389
NA	ENSG00000273066	-1.466492058	0.254305441	-5.766656234	8.09E-09	5.30E-07
GS1-124K5.11	ENSG00000229180	-1.467762012	0.233277845	-6.291904877	3.14E-10	2.93E-08
NA	ENSG00000272141	-1.46806754	0.429003711	-3.422039256	0.000621533	0.00556905
NA	ENSG00000211679	-1.468527292	0.481155389	-3.052085307	0.002272575	0.015013001
NA	ENSG00000179979	-1.471619036	0.240904372	-6.10872698	1.00E-09	8.40E-08
PKD1	ENSG00000008710	-1.471845795	0.224882591	-6.544952137	5.95E-11	6.54E-09
NA	ENSG00000273478	-1.472132375	0.320857711	-4.588115926	4.47E-06	0.000116085
PLIN4	ENSG00000167676	-1.473787911	0.403366253	-3.653721399	0.000258467	0.002849017
NA	ENSG00000205746	-1.47400889	0.238665393	-6.176047852	6.57E-10	5.62E-08
CEACAM19	ENSG00000186567	-1.474432586	0.235213598	-6.268483621	3.65E-10	3.33E-08
LOC101929719	ENSG00000254363	-1.476537766	0.298796708	-4.941613227	7.75E-07	2.62E-05
PCSK1N	ENSG00000102109	-1.479726875	0.387006274	-3.823521673	0.000131559	0.001676678
FAM189A1	ENSG00000104059	-1.479949028	0.296527198	-4.990938568	6.01E-07	2.10E-05
IRX6	ENSG00000159387	-1.480088113	0.425280598	-3.480262491	0.000500923	0.004731701
CCDC116	ENSG00000161180	-1.48152979	0.429411429	-3.450140562	0.000560295	0.005161242
NA	ENSG00000225892	-1.483072626	0.269335856	-5.506406205	3.66E-08	1.96E-06
RN7SL2	ENSG00000274012	-1.484733964	0.274171676	-5.415344087	6.12E-08	3.02E-06
GRID2IP	ENSG00000215045	-1.485389244	0.452025668	-3.286072783	0.001015948	0.008080013
DLGAP1	ENSG00000170579	-1.487512189	0.398687146	-3.7310262	0.000190701	0.002238651
NA	ENSG00000280168	-1.487733081	0.579848478	-2.56572732	0.010295973	0.045662674
VWA7	ENSG00000204396	-1.488371921	0.568445854	-2.618317839	0.008836446	0.040814768
MAMSTR	ENSG00000176909	-1.488375687	0.3341268	-4.45452352	8.41E-06	0.000188368
ELOA-AS1	ENSG00000236810	-1.488611911	0.453184742	-3.284779413	0.001020622	0.008108694
EFCAB6	ENSG00000186976	-1.490563899	0.55383164	-2.691366458	0.007115998	0.034661748
IQCD	ENSG00000166578	-1.491203578	0.52389444	-2.846381757	0.004421915	0.024247561
NA	ENSG00000250251	-1.491206502	0.246355197	-6.053075065	1.42E-09	1.16E-07
GNAO1	ENSG00000087258	-1.492822462	0.329763278	-4.52695179	5.98E-06	0.000143984
ATP8	ENSG00000228253	-1.495115442	0.212154029	-7.047311087	1.82E-12	2.79E-10
NA	ENSG00000259244	-1.49539611	0.414690712	-3.60605161	0.000310891	0.003297534
COL2A1	ENSG00000139219	-1.496537888	0.485346319	-3.08344337	0.002046201	0.013870672
NA	ENSG00000242607	-1.498623671	0.502621385	-2.981615417	0.002867319	0.017707852
NA	ENSG00000278948	-1.499561632	0.239901867	-6.250729316	4.09E-10	3.66E-08
